Date,Close,Smoothed_Close
2019-01-02,2510.030029296875,2585.1543575599485
2019-01-03,2447.889892578125,2585.8562988221433
2019-01-04,2531.93994140625,2587.2500719112795
2019-01-07,2549.68994140625,2589.3161959621184
2019-01-08,2574.409912109375,2592.02632437892
2019-01-09,2584.9599609375,2595.3445372177143
2019-01-10,2596.639892578125,2599.228773101588
2019-01-11,2596.260009765625,2603.6305010411256
2019-01-14,2582.610107421875,2608.4983014803615
2019-01-15,2610.300048828125,2613.777850417442
2019-01-16,2616.10009765625,2619.41453619978
2019-01-17,2635.9599609375,2625.3532743107316
2019-01-18,2670.7099609375,2631.540934559505
2019-01-22,2632.89990234375,2637.92673941243
2019-01-23,2638.699951171875,2644.462868267948
2019-01-24,2642.330078125,2651.103918849859
2019-01-25,2664.760009765625,2657.809232376758
2019-01-28,2643.85009765625,2664.5421278485073
2019-01-29,2640.0,2671.2687464820733
2019-01-30,2681.050048828125,2677.958928716698
2019-01-31,2704.10009765625,2684.5852424566046
2019-02-01,2706.530029296875,2691.1234528631494
2019-02-04,2724.8701171875,2697.5510986135723
2019-02-05,2737.699951171875,2703.8476097814328
2019-02-06,2731.610107421875,2709.994710335293
2019-02-07,2706.050048828125,2715.9766255083623
2019-02-08,2707.8798828125,2721.778497796743
2019-02-11,2709.800048828125,2727.3874576189182
2019-02-12,2744.72998046875,2732.792793818971
2019-02-13,2753.030029296875,2737.9868683405793
2019-02-14,2745.72998046875,2742.9638588723237
2019-02-15,2775.60009765625,2747.7203981617185
2019-02-19,2779.760009765625,2752.256740565147
2019-02-20,2784.699951171875,2756.5755672142996
2019-02-21,2774.8798828125,2760.683700748186
2019-02-22,2792.669921875,2764.5910740863656
2019-02-25,2796.110107421875,2768.3109835652895
2019-02-26,2793.89990234375,2771.8592699301003
2019-02-27,2792.3798828125,2775.2545548277744
2019-02-28,2784.489990234375,2778.518525838441
2019-03-01,2803.68994140625,2781.6722404573306
2019-03-04,2792.81005859375,2784.7403680353755
2019-03-05,2789.64990234375,2787.7475103025135
2019-03-06,2771.449951171875,2790.7165447347566
2019-03-07,2748.929931640625,2793.6723930400362
2019-03-08,2743.070068359375,2796.6370130412015
2019-03-11,2783.300048828125,2799.6307824590435
2019-03-12,2791.52001953125,2802.6726365324575
2019-03-13,2810.919921875,2805.7787792550607
2019-03-14,2808.47998046875,2808.963021068724
2019-03-15,2822.47998046875,2812.234608226042
2019-03-18,2832.93994140625,2815.6023812332746
2019-03-19,2832.570068359375,2819.0708742665984
2019-03-20,2824.22998046875,2822.641813055258
2019-03-21,2854.8798828125,2826.3141053112367
2019-03-22,2800.7099609375,2830.082688674631
2019-03-25,2798.360107421875,2833.940693293534
2019-03-26,2818.4599609375,2837.8773506555385
2019-03-27,2805.3701171875,2841.8795818839926
2019-03-28,2815.43994140625,2845.9315271243454
2019-03-29,2834.39990234375,2850.0137884700216
2019-04-01,2867.18994140625,2854.1053915961456
2019-04-02,2867.239990234375,2858.183169219297
2019-04-03,2873.39990234375,2862.22058008074
2019-04-04,2879.389892578125,2866.1900868810594
2019-04-05,2892.739990234375,2870.0631697012827
2019-04-08,2895.77001953125,2873.8089195347657
2019-04-09,2878.199951171875,2877.395281491497
2019-04-10,2888.2099609375,2880.7902584883946
2019-04-11,2888.320068359375,2883.961200551382
2019-04-12,2907.409912109375,2886.8765117221656
2019-04-15,2905.580078125,2889.5054479189034
2019-04-16,2907.06005859375,2891.8186122444745
2019-04-17,2900.449951171875,2893.789156923578
2019-04-18,2905.030029296875,2895.392993607399
2019-04-22,2907.969970703125,2896.609973417208
2019-04-23,2933.679931640625,2897.4232537503294
2019-04-24,2927.25,2897.821701063139
2019-04-25,2926.169921875,2897.7988735399813
2019-04-26,2939.8798828125,2897.354395379784
2019-04-29,2943.030029296875,2896.4939478747715
2019-04-30,2945.830078125,2895.2299512606196
2019-05-01,2923.72998046875,2893.582119169694
2019-05-02,2917.52001953125,2891.576412201576
2019-05-03,2945.639892578125,2889.245690594799
2019-05-06,2932.469970703125,2886.6288045411097
2019-05-07,2884.050048828125,2883.7706509876307
2019-05-08,2879.419921875,2880.72080393487
2019-05-09,2870.719970703125,2877.5344330459648
2019-05-10,2881.39990234375,2874.270292531395
2019-05-13,2811.8701171875,2870.9903269108045
2019-05-14,2834.409912109375,2867.757786766888
2019-05-15,2850.9599609375,2864.6371261094737
2019-05-16,2876.320068359375,2861.692288516846
2019-05-17,2859.530029296875,2858.9856164677944
2019-05-20,2840.22998046875,2856.576254072658
2019-05-21,2864.360107421875,2854.5211180033652
2019-05-22,2856.27001953125,2852.8698900842246
2019-05-23,2822.239990234375,2851.667141929638
2019-05-24,2826.06005859375,2850.950757872151
2019-05-28,2802.389892578125,2850.749811043138
2019-05-29,2783.02001953125,2851.084584675922
2019-05-30,2788.860107421875,2851.9669492720072
2019-05-31,2752.06005859375,2853.3992111177977
2019-06-03,2744.449951171875,2855.3741223921616
2019-06-04,2803.27001953125,2857.8752504366057
2019-06-05,2826.14990234375,2860.877973515947
2019-06-06,2843.489990234375,2864.350262563585
2019-06-07,2873.340087890625,2868.252631213861
2019-06-10,2886.72998046875,2872.541810019545
2019-06-11,2885.719970703125,2877.169310072558
2019-06-12,2879.840087890625,2882.0845174554906
2019-06-13,2891.639892578125,2887.234334200052
2019-06-14,2886.97998046875,2892.565427726898
2019-06-17,2889.669921875,2898.0264340792055
2019-06-18,2917.75,2903.564997661124
2019-06-19,2926.4599609375,2909.1333966423535
2019-06-20,2954.179931640625,2914.6859665957086
