Date,Close
1/2/2019,2510.030
1/3/2019,2447.890
1/4/2019,2531.940
1/7/2019,2549.690
1/8/2019,2574.410
1/9/2019,2584.960
1/10/2019,2596.640
1/11/2019,2596.260
1/14/2019,2582.610
1/15/2019,2610.300
1/16/2019,2616.100
1/17/2019,2635.960
1/18/2019,2670.710
1/22/2019,2632.900
1/23/2019,2638.700
1/24/2019,2642.330
1/25/2019,2664.760
1/28/2019,2643.850
1/29/2019,2640.000
1/30/2019,2681.050
1/31/2019,2704.100
2/1/2019,2706.530
2/4/2019,2724.870
2/5/2019,2737.700
2/6/2019,2731.610
2/7/2019,2706.050
2/8/2019,2707.880
2/11/2019,2709.800
2/12/2019,2744.730
2/13/2019,2753.030
2/14/2019,2745.730
2/15/2019,2775.600
2/19/2019,2779.760
2/20/2019,2784.700
2/21/2019,2774.880
2/22/2019,2792.670
2/25/2019,2796.110
2/26/2019,2793.900
2/27/2019,2792.380
2/28/2019,2784.490
3/1/2019,2803.690
3/4/2019,2792.810
3/5/2019,2789.650
3/6/2019,2771.450
3/7/2019,2748.930
3/8/2019,2743.070
3/11/2019,2783.300
3/12/2019,2791.520
3/13/2019,2810.920
3/14/2019,2808.480
3/15/2019,2822.480
3/18/2019,2832.940
3/19/2019,2832.570
3/20/2019,2824.230
3/21/2019,2854.880
3/22/2019,2800.710
3/25/2019,2798.360
3/26/2019,2818.460
3/27/2019,2805.370
3/28/2019,2815.440
3/29/2019,2834.400
4/1/2019,2867.190
4/2/2019,2867.240
4/3/2019,2873.400
4/4/2019,2879.390
4/5/2019,2892.740
4/8/2019,2895.770
4/9/2019,2878.200
4/10/2019,2888.210
4/11/2019,2888.320
4/12/2019,2907.410
4/15/2019,2905.580
4/16/2019,2907.060
4/17/2019,2900.450
4/18/2019,2905.030
4/22/2019,2907.970
4/23/2019,2933.680
4/24/2019,2927.250
4/25/2019,2926.170
4/26/2019,2939.880
4/29/2019,2943.030
4/30/2019,2945.830
5/1/2019,2923.730
5/2/2019,2917.520
5/3/2019,2945.640
5/6/2019,2932.470
5/7/2019,2884.050
5/8/2019,2879.420
5/9/2019,2870.720
5/10/2019,2881.400
5/13/2019,2811.870
5/14/2019,2834.410
5/15/2019,2850.960
5/16/2019,2876.320
5/17/2019,2859.530
5/20/2019,2840.230
5/21/2019,2864.360
5/22/2019,2856.270
5/23/2019,2822.240
5/24/2019,2826.060
5/28/2019,2802.390
5/29/2019,2783.020
5/30/2019,2788.860
5/31/2019,2752.060
6/3/2019,2744.450
6/4/2019,2803.270
6/5/2019,2826.150
6/6/2019,2843.490
6/7/2019,2873.340
6/10/2019,2886.730
6/11/2019,2885.720
6/12/2019,2879.840
6/13/2019,2891.640
6/14/2019,2886.980
6/17/2019,2889.670
6/18/2019,2917.750
6/19/2019,2926.460
6/20/2019,2954.180
6/21/2019,2950.460
6/24/2019,2945.350
6/25/2019,2917.380
6/26/2019,2913.780
6/27/2019,2924.920
6/28/2019,2941.760
7/1/2019,2964.330
7/2/2019,2973.010
7/3/2019,2995.820
7/5/2019,2990.410
7/8/2019,2975.950
7/9/2019,2979.630
7/10/2019,2993.070
7/11/2019,2999.910
7/12/2019,3013.770
7/15/2019,3014.300
7/16/2019,3004.040
7/17/2019,2984.420
7/18/2019,2995.110
7/19/2019,2976.610
7/22/2019,2985.030
7/23/2019,3005.470
7/24/2019,3019.560
7/25/2019,3003.670
7/26/2019,3025.860
7/29/2019,3020.970
7/30/2019,3013.180
7/31/2019,2980.380
8/1/2019,2953.560
8/2/2019,2932.050
8/5/2019,2844.740
8/6/2019,2881.770
8/7/2019,2883.980
8/8/2019,2938.090
8/9/2019,2918.650
8/12/2019,2882.700
8/13/2019,2926.320
8/14/2019,2840.600
8/15/2019,2847.600
8/16/2019,2888.680
8/19/2019,2923.650
