Date,Close
2019-01-02,20.67466735839844
2019-01-03,20.02400016784668
2019-01-04,21.179332733154297
2019-01-05,21.56311098734538
2019-01-06,21.946889241536457
2019-01-07,22.33066749572754
2019-01-08,22.356666564941406
2019-01-09,22.568666458129883
2019-01-10,22.99799919128418
2019-01-11,23.15066719055176
2019-01-12,22.864889144897464
2019-01-13,22.579111099243164
2019-01-14,22.293333053588867
2019-01-15,22.96199989318848
2019-01-16,23.06999969482422
2019-01-17,23.15399932861328
2019-01-18,20.15066719055176
2019-01-19,20.095000267028812
2019-01-20,20.03933334350586
2019-01-21,19.98366641998291
2019-01-22,19.92799949645996
2019-01-23,19.172666549682617
2019-01-24,19.43400001525879
2019-01-25,19.80266761779785
2019-01-26,19.788000742594402
2019-01-27,19.77333386739095
2019-01-28,19.7586669921875
2019-01-29,19.83066749572754
2019-01-30,20.584667205810547
2019-01-31,20.468000411987305
2019-02-01,20.81399917602539
2019-02-02,20.82911046346029
2019-02-03,20.844221750895183
2019-02-04,20.85933303833008
2019-02-05,21.42333221435547
2019-02-06,21.14800071716309
2019-02-07,20.500667572021484
2019-02-08,20.386667251586918
2019-02-09,20.543111801147464
2019-02-10,20.699556350708008
2019-02-11,20.856000900268555
2019-02-12,20.78733253479004
2019-02-13,20.544666290283203
2019-02-14,20.251333236694336
2019-02-15,20.525333404541016
2019-02-16,20.48799991607666
2019-02-17,20.450666427612305
2019-02-18,20.413332939147953
2019-02-19,20.375999450683597
2019-02-20,20.17066764831543
2019-02-21,19.415332794189453
2019-02-22,19.6473331451416
2019-02-23,19.737555185953777
2019-02-24,19.82777722676595
2019-02-25,19.917999267578125
2019-02-26,19.857332229614254
2019-02-27,20.982667922973636
2019-02-28,21.32533264160156
2019-03-01,19.652666091918945
2019-03-02,19.443110783894856
2019-03-03,19.23355547587077
2019-03-04,19.02400016784668
2019-03-05,18.43600082397461
2019-03-06,18.416000366210938
2019-03-07,18.439332962036133
2019-03-08,18.94266700744629
2019-03-09,19.093333562215168
2019-03-10,19.24400011698405
2019-03-11,19.39466667175293
2019-03-12,18.89066696166992
2019-03-13,19.263999938964844
2019-03-14,19.33066749572754
2019-03-15,18.36199951171875
2019-03-16,18.229999542236328
2019-03-17,18.097999572753906
2019-03-18,17.965999603271484
2019-03-19,17.83133316040039
2019-03-20,18.239999771118164
2019-03-21,18.26799964904785
2019-03-22,17.635332107543945
2019-03-23,17.543999354044598
2019-03-24,17.452666600545246
2019-03-25,17.3613338470459
2019-03-26,17.851333618164062
2019-03-27,18.32200050354004
2019-03-28,18.57466697692871
2019-03-29,18.65733337402344
2019-03-30,18.864444732666016
2019-03-31,19.071556091308594
2019-04-01,19.27866744995117
2019-04-02,19.058666229248047
2019-04-03,19.45400047302246
2019-04-04,17.851999282836914
2019-04-05,18.33066749572754
2019-04-06,18.29155604044596
2019-04-07,18.252444585164387
2019-04-08,18.21333312988281
2019-04-09,18.15399932861328
2019-04-10,18.40399932861328
2019-04-11,17.89466667175293
2019-04-12,17.84666633605957
2019-04-13,17.817333221435547
2019-04-14,17.788000106811523
2019-04-15,17.7586669921875
2019-04-16,18.224000930786133
2019-04-17,18.082000732421875
2019-04-18,18.21733283996582
2019-04-19,18.042166233062744
2019-04-20,17.866999626159668
2019-04-21,17.691833019256592
2019-04-22,17.516666412353516
2019-04-23,17.593332290649414
2019-04-24,17.243999481201172
2019-04-25,16.5086669921875
2019-04-26,15.675999641418455
2019-04-27,15.81666628519694
2019-04-28,15.957332928975422
2019-04-29,16.097999572753906
2019-04-30,15.912667274475098
2019-05-01,15.600666999816896
2019-05-02,16.273332595825195
2019-05-03,17.00200080871582
2019-05-04,17.00888951619466
2019-05-05,17.015778223673504
2019-05-06,17.022666931152344
2019-05-07,16.470666885375977
2019-05-08,16.32266616821289
2019-05-09,16.131999969482422
2019-05-10,15.968000411987305
2019-05-11,15.690000216166178
2019-05-12,15.412000020345053
2019-05-13,15.133999824523926
2019-05-14,15.487333297729492
2019-05-15,15.463333129882812
2019-05-16,15.222000122070312
2019-05-17,14.0686674118042
2019-05-18,13.942667325337727
2019-05-19,13.816667238871256
2019-05-20,13.690667152404783
2019-05-21,13.67199993133545
2019-05-22,12.84866714477539
2019-05-23,13.03266716003418
2019-05-24,12.708666801452637
2019-05-25,12.676500082015991
2019-05-26,12.644333362579346
2019-05-27,12.612166643142702
2019-05-28,12.579999923706056
2019-05-29,12.657333374023438
2019-05-30,12.54800033569336
2019-05-31,12.343999862670898
2019-06-01,12.206444104512533
2019-06-02,12.068888346354166
2019-06-03,11.9313325881958
2019-06-04,12.90666675567627
2019-06-05,13.105999946594238
2019-06-06,13.729999542236328
2019-06-07,13.633333206176758
2019-06-08,13.819555600484211
2019-06-09,14.005777994791666
2019-06-10,14.19200038909912
2019-06-11,14.473333358764648
2019-06-12,13.95066738128662
2019-06-13,14.260666847229004
2019-06-14,14.32800006866455
2019-06-15,14.552666664123535
2019-06-16,14.77733325958252
2019-06-17,15.001999855041504
2019-06-18,14.982666969299316
2019-06-19,15.095333099365234
2019-06-20,14.641332626342772
2019-06-21,14.790666580200195
2019-06-22,14.830222129821777
2019-06-23,14.869777679443358
2019-06-24,14.90933322906494
2019-06-25,14.650667190551758
2019-06-26,14.618000030517578
2019-06-27,14.855999946594238
2019-06-28,14.897333145141602
2019-06-29,14.979777654012045
2019-06-30,15.062222162882486
2019-07-01,15.14466667175293
2019-07-02,14.970000267028809
2019-07-03,15.65999984741211
2019-07-04,15.599999904632568
2019-07-05,15.539999961853027
2019-07-06,15.478666623433432
2019-07-07,15.417333285013834
2019-07-08,15.355999946594238
2019-07-09,15.337332725524902
2019-07-10,15.928000450134276
2019-07-11,15.90666675567627
2019-07-12,16.338666915893555
2019-07-13,16.52577781677246
2019-07-14,16.712888717651367
2019-07-15,16.899999618530273
2019-07-16,16.825332641601562
2019-07-17,16.99066734313965
2019-07-18,16.902666091918945
2019-07-19,17.211999893188477
2019-07-20,17.156444549560547
2019-07-21,17.100889205932617
2019-07-22,17.045333862304688
2019-07-23,17.344667434692383
2019-07-24,17.658666610717773
2019-07-25,15.254667282104492
2019-07-26,15.202667236328123
2019-07-27,15.37444496154785
2019-07-28,15.546222686767578
2019-07-29,15.718000411987305
2019-07-30,16.150667190551758
2019-07-31,16.107332229614258
2019-08-01,15.59000015258789
2019-08-02,15.62266731262207
2019-08-03,15.48888905843099
2019-08-04,15.355110804239908
2019-08-05,15.221332550048828
2019-08-06,15.383333206176758
2019-08-07,15.56133270263672
2019-08-08,15.886667251586914
2019-08-09,15.667332649230955
2019-08-10,15.533999443054197
2019-08-11,15.400666236877441
2019-08-12,15.267333030700684
2019-08-13,15.666666984558104
2019-08-14,14.641332626342772
2019-08-15,14.37600040435791
2019-08-16,14.662667274475098
2019-08-17,14.815778096516928
2019-08-18,14.968888918558756
2019-08-19,15.121999740600586
2019-08-20,15.057332992553713
2019-08-21,14.722000122070312
2019-08-22,14.8100004196167
2019-08-23,14.09333324432373
2019-08-24,14.173333168029785
2019-08-25,14.253333091735842
2019-08-26,14.333333015441896
2019-08-27,14.272000312805176
2019-08-28,14.37266731262207
2019-08-29,14.780667304992676
