Date,Close,Smoothed_Close
2019-01-02,20.67466735839844,20.708342728097698
2019-01-03,20.02400016784668,18.867836403086933
2019-01-04,21.179332733154297,21.07705147320021
2019-01-07,22.33066749572754,23.729610474876125
2019-01-08,22.356666564941406,22.8250162315092
2019-01-09,22.568666458129883,21.07614430785214
2019-01-10,22.99799919128418,21.635367425991728
2019-01-11,23.15066719055176,22.962292608853584
2019-01-14,22.293333053588867,25.31761400023937
2019-01-15,22.96199989318848,21.30376181105448
2019-01-16,23.06999969482422,22.210530011048146
2019-01-17,23.15399932861328,22.903153264639336
2019-01-18,20.15066719055176,22.34034617795335
2019-01-21,20.15066719055176,22.617022428078947
2019-01-22,19.92799949645996,20.76446719815292
2019-01-23,19.172666549682617,20.488757802295705
2019-01-24,19.43400001525879,19.232443675082553
2019-01-25,19.80266761779785,19.649196075356436
2019-01-28,19.7586669921875,18.485740993341395
2019-01-29,19.83066749572754,19.973007197985712
2019-01-30,20.584667205810547,19.816132388515634
2019-01-31,20.468000411987305,19.89776262890856
2019-02-01,20.81399917602539,18.664528998219108
2019-02-04,20.85933303833008,22.62884838341432
2019-02-05,21.42333221435547,21.009904614314294
2019-02-06,21.14800071716309,21.72569430477707
2019-02-07,20.500667572021484,22.04775153774206
2019-02-08,20.386667251586918,20.22758999875236
2019-02-11,20.856000900268555,19.845052203802474
2019-02-12,20.78733253479004,22.040399501883392
2019-02-13,20.544666290283203,22.109598596067706
2019-02-14,20.251333236694336,18.78404616837252
2019-02-15,20.525333404541016,21.294995344534964
2019-02-18,20.525333404541016,23.1019249658375
2019-02-19,20.375999450683597,21.055221648859977
2019-02-20,20.17066764831543,19.101840977332227
2019-02-21,19.415332794189453,19.25015504907553
2019-02-22,19.6473331451416,19.415763414653174
2019-02-25,19.917999267578125,21.812976389032926
2019-02-26,19.857332229614254,18.89434747147329
2019-02-27,20.982667922973636,19.126843952705073
2019-02-28,21.32533264160156,20.785753139729067
2019-03-01,19.652666091918945,20.50296598136743
2019-03-04,19.02400016784668,22.078601048267746
2019-03-05,18.43600082397461,19.655552464994923
2019-03-06,18.416000366210938,19.00831997340586
2019-03-07,18.439332962036133,18.453935239247347
2019-03-08,18.94266700744629,18.661052332133284
2019-03-11,19.39466667175293,17.621873227740647
2019-03-12,18.89066696166992,19.59392168914775
2019-03-13,19.263999938964844,18.89305935068644
2019-03-14,19.33066749572754,18.589094102680082
2019-03-15,18.36199951171875,17.522025447957958
2019-03-18,17.965999603271484,20.216367170616774
2019-03-19,17.83133316040039,18.13108250904107
2019-03-20,18.239999771118164,18.155217761415855
2019-03-21,18.26799964904785,19.11975815233422
2019-03-22,17.635332107543945,17.97393828161264
2019-03-25,17.3613338470459,17.108736327970913
2019-03-26,17.851333618164062,18.568618243890338
2019-03-27,18.32200050354004,19.157430635917827
2019-03-28,18.57466697692871,16.53936519006734
2019-03-29,18.65733337402344,19.60118732170301
2019-04-01,19.27866744995117,21.23918176075475
2019-04-02,19.058666229248047,19.78996348272099
2019-04-03,19.45400047302246,17.786079291302176
2019-04-04,17.851999282836914,18.515408174061985
2019-04-05,18.33066749572754,17.87743529173865
2019-04-08,18.21333312988281,20.48962132279774
2019-04-09,18.15399932861328,17.20118867493697
2019-04-10,18.40399932861328,17.42381808442435
2019-04-11,17.89466667175293,18.233510009022172
2019-04-12,17.84666633605957,17.098809373748377
2019-04-15,17.7586669921875,20.224371519538206
2019-04-16,18.224000930786133,18.372447352930724
2019-04-17,18.082000732421875,18.763995867463176
2019-04-18,18.21733283996582,18.1226418626199
2019-04-19,18.21733283996582,18.435753913928302
2019-04-22,17.516666412353516,16.911629319395253
2019-04-23,17.593332290649414,17.751162406822864
2019-04-24,17.243999481201172,17.579264649510367
2019-04-25,16.5086669921875,16.590405777597137
2019-04-26,15.675999641418455,14.724871157280479
2019-04-29,16.097999572753906,17.52701283520081
2019-04-30,15.912667274475098,16.238295339711488
2019-05-01,15.600666999816896,16.237332847617406
2019-05-02,16.273332595825195,16.50219749495291
2019-05-03,17.00200080871582,15.960473309786098
2019-05-06,17.022666931152344,16.433754841237647
2019-05-07,16.470666885375977,18.219801898650918
2019-05-08,16.32266616821289,17.807903460261635
2019-05-09,16.131999969482422,14.559640969753879
2019-05-10,15.968000411987305,17.17249116686696
2019-05-13,15.133999824523926,18.55771438655747
2019-05-14,15.487333297729492,15.689452847617531
2019-05-15,15.463333129882812,14.198776632933761
2019-05-16,15.222000122070312,14.536913712282734
2019-05-17,14.0686674118042,15.206740735893522
2019-05-20,13.690667152404783,16.27564423745165
2019-05-21,13.67199993133545,12.68783841734947
2019-05-22,12.84866714477539,12.940872561854821
2019-05-23,13.03266716003418,12.710540697511252
2019-05-24,12.708666801452637,12.216862863569347
2019-05-27,12.708666801452637,15.094099239662018
2019-05-28,12.579999923706056,13.320024673526998
2019-05-29,12.657333374023438,13.137847721197591
2019-05-30,12.54800033569336,12.691894134374765
2019-05-31,12.343999862670898,12.773621500697756
2019-06-03,11.9313325881958,11.044670022113246
2019-06-04,12.90666675567627,12.157329576779242
2019-06-05,13.105999946594238,12.865222277295583
2019-06-06,13.729999542236328,12.435022202352675
2019-06-07,13.633333206176758,11.90465665367195
2019-06-10,14.19200038909912,15.460881261785481
2019-06-11,14.473333358764648,14.327463616337997
2019-06-12,13.95066738128662,14.783769892013567
2019-06-13,14.260666847229004,14.858126009457344
2019-06-14,14.32800006866455,13.958931129556337
2019-06-17,15.001999855041504,13.78004779796203
2019-06-18,14.982666969299316,16.180030703225206
2019-06-19,15.095333099365234,16.30325198178031
2019-06-20,14.641332626342772,13.323938878766043
2019-06-21,14.790666580200195,15.689518254271903
2019-06-24,14.90933322906494,17.371156860998727
2019-06-25,14.650667190551758,15.435757948530167
2019-06-26,14.618000030517578,13.37970364170102
2019-06-27,14.855999946594238,13.692373095703955
2019-06-28,14.897333145141602,14.82629898621646
2019-07-01,15.14466667175293,17.067821075605575
2019-07-02,14.970000267028809,14.121865204875082
2019-07-03,15.65999984741211,14.242977951355469
2019-07-04,15.65999984741211,15.47632737954049
2019-07-05,15.539999961853027,14.848373865134235
2019-07-08,15.355999946594238,17.919402091742313
2019-07-09,15.337332725524902,15.972728652629435
2019-07-10,15.928000450134276,15.892022994284797
2019-07-11,15.90666675567627,15.946974329068743
2019-07-12,16.338666915893555,16.129161856335
2019-07-15,16.899999618530273,15.020049273382485
2019-07-16,16.825332641601562,17.096020802065315
2019-07-17,16.99066734313965,16.814670864051294
2019-07-18,16.902666091918945,16.321644589024135
2019-07-19,17.211999893188477,15.098869225104945
2019-07-22,17.045333862304688,19.0279457497236
2019-07-23,17.344667434692383,17.20233632626158
2019-07-24,17.658666610717773,17.655210756755345
2019-07-25,15.254667282104492,18.540879270943208
2019-07-26,15.202667236328123,15.034073737172504
2019-07-29,15.718000411987305,14.660764984446434
2019-07-30,16.150667190551758,16.90100213627568
2019-07-31,16.107332229614258,17.457761600394132
2019-08-01,15.59000015258789,14.340238740235383
